"ID-Q","Questions"
"Q9571","IntroV4Confirmation (hi im ellie thanks for coming in today i was created to talk to people in a safe and secure environment im not a therapist but im here to learn about people and would love to learn about you ill ask a few questions to get us started and please feel free to tell me anything your answers are totally confidential are you ok with this)"
"Q9572","okay_confirm (okay) how_doingV (so how are you doing today)"
"Q9573","thats_good (thats good) where_originally (where are you from originally)"
"Q9574","really (really)"
"Q9575","when_LA (when did you move to l_a)"
"Q9576","compares_LA (how does it compare to l_a)"
"Q9577","why_LA (why did you move to l_a)"
"Q9578","happy_didthat (are you happy you did that)"
"Q9579","good_hear (thats so good to hear)"
"Q9580","adapted_LA (how easy was it for you to get used to living in l_a)"
"Q9581","yeah3 (yeah) like_about_LA (what are some things you really like about l_a)"
"Q9582","mhm (mhm)"
"Q9583","okay_confirm (okay) dont_like_LA (what are some things you dont really like about l_a)"
"Q9584","see_mean (i see what you mean)"
"Q9585","travel_shoes (im sure you can tell by my shoes im not much of a world explorer do you travel a lot)"
"Q9586","travel_changed (what do you enjoy about traveling)"
"Q9587","like_what (like what)"
"Q9588","cool3 (cool)"
"Q9589","travel_trips (id love to hear about one of your trips)"
"Q9590","mind (whatever comes to your mind)"
"Q9591","tell_about_that (can you tell me about that)"
"Q9592","mhm (mhm)"
"Q9593","memorableB (whats one of your most memorable experiences)"
"Q9594","nice (nice)"
"Q9595","describe_felt (how did you feel in that moment)"
"Q9596","thats_great (thats great) study (what did you study at school)"
"Q9597","dream_job (whats your dream job)"
"Q9598","difficult (how hard is that)"
"Q9599","mhm (mhm) thats_good (thats good) shyoutgoing (do you consider yourself more shy or outgoing)"
"Q9600","understand (i understand) give_example (can you give me an example of that)"
"Q9601","yeah3 (yeah)"
"Q9602","yeah_downer (yeah) isee_downer (i see)"
"Q9603","relax_fishtank (sometimes when im feeling tense i turn on the fish tank screensaver hey i know its not hawaii but its the best ive got what do you do to relax)"
"Q9604","control_temper (how are you at controlling your temper)"
"Q9605","last_argument (when was the last time you argued with someone and what was it about)"
"Q9606","mm (mm)"
"Q9607","feelguilty (whats something you feel guilty about)"
"Q9608","situation_handled (tell me about a situation that you wish you had handled differently)"
"Q9609","okay_confirm (okay) hard_decisionB (tell me about the hardest decision youve ever had to make)"
"Q9610","tell_about_that (can you tell me about that)"
"Q9611","yeah_downer (yeah) influence_positive (whos someone thats been a positive influence in your life)"
"Q9612","tell_about_that (can you tell me about that)"
"Q9613","yeah3 (yeah)"
"Q9614","family_relationship (tell me about your relationship with your family)"
"Q9615","why2 (why)"
"Q9616","makes_sense (that makes sense)"
"Q9617","easy_sleep (how easy is it for you to get a good nights sleep)"
"Q9618","mhm (mhm) sleep_affects (what are you like when you dont sleep well)"
"Q9619","okay_confirm (okay) feel_lately (how have you been feeling lately)"
"Q9620","behavior_changes (have you noticed any changes in your behavior or thoughts lately)"
"Q9621","mind (whatever comes to your mind)"
"Q9622","thats_good (thats good) ptsd_diagnosed (have you ever been diagnosed with p_t_s_d)"
"Q9623","depression_diagnosed (have you been diagnosed with depression)"
"Q9624","happy_lasttime (tell me about the last time you felt really happy)"
"Q9625","Ellie17Dec2012_10 (tell me about something you did recently that you really enjoyed)"
"Q9626","nice (nice)"
"Q9627","more (tell me more about that)"
"Q9628","thats_great (thats great) BF_describe (how would your best friend describe you)"
"Q9629","ideal_weekendC (tell me how you spend your ideal weekend)"
"Q9630","uh_huh (uh huh) self_change (what are some things you wish you could change about yourself)"
"Q9631","wild_laughter3 ((laughter)) feelbadly (tell me about a time when someone made you feel really badly about yourself)"
"Q9632","yeah_downer (yeah)"
"Q9633","Ellie17Dec2012_07 (what would you say are some of your best qualities)"
"Q9634","mhm (mhm)"
"Q9635","regret (is there anything you regret)"
"Q9636","advice_back (what advice would you give to yourself ten or twenty years ago)"
"Q9637","mm (mm) Ellie17Dec2012_08 (what are you most proud of in your life)"
"Q9638","yeah3 (yeah) asked_everything (okay i think i have asked everything i need to)"
"Q9639","appreciate_open (thanks for sharing your thoughts with me)"
"Q9640","bye (goodbye)"
"Q9641","IntroV4Confirmation (hi im ellie thanks for coming in today i was created to talk to people in a safe and secure environment im not a therapist but im here to learn about people and would love to learn about you ill ask a few questions to get us started and please feel free to tell me anything your answers are totally confidential are you ok with this)"
"Q9642","okay_confirm (okay) how_doingV (so how are you doing today)"
"Q9643","thats_good (thats good) where_originally (where are you from originally)"
"Q9644","really (really) when_LA (when did you move to l_a)"
"Q9645","long_time (thats a long time) often_backB (how often do you go back to your hometown)"
"Q9646","compares_LA (how does it compare to l_a)"
"Q9647","why_LA (why did you move to l_a)"
"Q9648","adapted_LA (how easy was it for you to get used to living in l_a)"
"Q9649","thats_good (thats good) like_about_LA (what are some things you really like about l_a)"
"Q9650","mhm (mhm)"
"Q9651","dont_like_LA (what are some things you dont really like about l_a)"
"Q9652","hmm_downer (hmm) see_mean (i see what you mean)"
"Q9653","study (what did you study at school)"
"Q9654","sounds_interesting (that sounds interesting) hard_decision (how did you decide to do that)"
"Q9655","happy_didthat (are you happy you did that)"
"Q9656","still_working_on_X (are you still working in that)"
"Q9657","dream_job (whats your dream job)"
"Q9658","okay_confirm (okay) travel_shoes (im sure you can tell by my shoes im not much of a world explorer do you travel a lot)"
"Q9659","travel_changed (what do you enjoy about traveling)"
"Q9660","mhm (mhm)"
"Q9661","travel_trips (id love to hear about one of your trips)"
"Q9662","nice (nice)"
"Q9663","shyoutgoing (do you consider yourself more shy or outgoing)"
"Q9664","why2 (why)"
"Q9665","relax_fishtank (sometimes when im feeling tense i turn on the fish tank screensaver hey i know its not hawaii but its the best ive got what do you do to relax)"
"Q9666","okay_confirm (okay) control_temper (how are you at controlling your temper)"
"Q9667","last_argument (when was the last time you argued with someone and what was it about)"
"Q9668","been_hard (that sounds really hard) describe_felt (how did you feel in that moment)"
"Q9669","yeah_downer (yeah) kids_elaborate (tell me about your kids)"
"Q9670","easy_parent (do you find it easy to be a parent)"
"Q9671","parent_best (whats the best thing about being a parent)"
"Q9672","parent_hardest (whats the hardest thing about being a parent)"
"Q9673","parent_differences (what are some ways that youre different as a parent than your parents)"
"Q9674","family_roleB (how close are you to your family)"
"Q9675","sorry_hear (im sorry to hear that) influence_positive (whos someone thats been a positive influence in your life)"
"Q9676","tell_about_that (can you tell me about that)"
"Q9677","mhm (mhm) feelguilty (whats something you feel guilty about)"
"Q9678","situation_handled (tell me about a situation that you wish you had handled differently)"
"Q9679","hard_decisionB (tell me about the hardest decision youve ever had to make)"
"Q9680","tell_about_that (can you tell me about that)"
"Q9681","been_hard (that sounds really hard)"
"Q9682","symptoms_cope (how do you cope with them)"
"Q9683","yeah_downer (yeah)"
"Q9684","why2 (why)"
"Q9685","downer (okay) easy_sleep (how easy is it for you to get a good nights sleep)"
"Q9686","sleep_affects (what are you like when you dont sleep well)"
"Q9687","feel_lately (how have you been feeling lately)"
"Q9688","behavior_changes (have you noticed any changes in your behavior or thoughts lately)"
"Q9689","thats_good (thats good) ptsd_diagnosed (have you ever been diagnosed with p_t_s_d)"
"Q9690","depression_diagnosed (have you been diagnosed with depression)"
"Q9691","when_diagnosed (how long ago were you diagnosed)"
"Q9692","why_seek_help (what got you to seek help)"
"Q9693","therapy_going (do you still go to therapy now)"
"Q9694","therapy_useful (do you feel like therapy is useful)"
"Q9695","therapy_changes (what sort of changes have you noticed since youve been going to therapy)"
"Q9696","happy_lasttime (tell me about the last time you felt really happy)"
"Q9697","Ellie17Dec2012_10 (tell me about something you did recently that you really enjoyed)"
"Q9698","aw (aw) Ellie17Dec2012_07 (what would you say are some of your best qualities)"
"Q9699","self_change (what are some things you wish you could change about yourself)"
"Q9700","mm (mm) regret (is there anything you regret)"
"Q9701","advice_back (what advice would you give to yourself ten or twenty years ago)"
"Q9702","Ellie17Dec2012_08 (what are you most proud of in your life)"
"Q9703","asked_everything (okay i think i have asked everything i need to) appreciate_open (thanks for sharing your thoughts with me) bye (goodbye)"
"Q9704","IntroV4Confirmation (hi im ellie thanks for coming in today i was created to talk to people in a safe and secure environment im not a therapist but im here to learn about people and would love to learn about you ill ask a few questions to get us started and please feel free to tell me anything your answers are totally confidential are you ok with this)"
"Q9705","okay_confirm (okay) how_doingV (so how are you doing today)"
"Q9706","thats_good (thats good) where_originally (where are you from originally)"
"Q9707","really (really) like_about_LA (what are some things you really like about l_a)"
"Q9708","yeah3 (yeah) dont_like_LA (what are some things you dont really like about l_a)"
"Q9709","see_mean (i see what you mean) travel_shoes (im sure you can tell by my shoes im not much of a world explorer do you travel a lot)"
"Q9710","thats_good (thats good) travel_changed (what do you enjoy about traveling)"
"Q9711","travel_trips (id love to hear about one of your trips)"
"Q9712","nice (nice) memorableB (whats one of your most memorable experiences)"
"Q9713","kids_elaborate (tell me about your kids)"
"Q9714","parent_best (whats the best thing about being a parent)"
"Q9715","aw (aw) good_hear (thats so good to hear) parent_hardest (whats the hardest thing about being a parent)"
"Q9716","yeah_downer (yeah) symptoms_cope (how do you cope with them)"
"Q9717","mhm (mhm) study (what did you study at school)"
"Q9718","change_directions (what made you decide to do that)"
"Q9719","dream_job (whats your dream job)"
"Q9720","mhm (mhm) shyoutgoing (do you consider yourself more shy or outgoing)"
